Orthogroup	G_intestinalis_aa	G_muris_aa	S_salmonicida_aa
OG0004620	KAE8301810.1		
OG0004621	KAE8301812.1		
OG0004622	KAE8301818.1		
OG0004623	KAE8301822.1		
OG0004624	KAE8301825.1		
OG0004625	KAE8301827.1		
OG0004626	KAE8301832.1		
OG0004627	KAE8301838.1		
OG0004628	KAE8301845.1		
OG0004629	KAE8301856.1		
OG0004630	KAE8301860.1		
OG0004631	KAE8301868.1		
OG0004632	KAE8301878.1		
OG0004633	KAE8301885.1		
OG0004634	KAE8301890.1		
OG0004635	KAE8301892.1		
OG0004636	KAE8301897.1		
OG0004637	KAE8301899.1		
OG0004638	KAE8301917.1		
OG0004639	KAE8301919.1		
OG0004640	KAE8301928.1		
OG0004641	KAE8301931.1		
OG0004642	KAE8301934.1		
OG0004643	KAE8301936.1		
OG0004644	KAE8301939.1		
OG0004645	KAE8301941.1		
OG0004646	KAE8301952.1		
OG0004647	KAE8301958.1		
OG0004648	KAE8301964.1		
OG0004649	KAE8301984.1		
OG0004650	KAE8301985.1		
OG0004651	KAE8301994.1		
OG0004652	KAE8301997.1		
OG0004653	KAE8302003.1		
OG0004654	KAE8302007.1		
OG0004655	KAE8302027.1		
OG0004656	KAE8302029.1		
OG0004657	KAE8302040.1		
OG0004658	KAE8302047.1		
OG0004659	KAE8302069.1		
OG0004660	KAE8302070.1		
OG0004661	KAE8302071.1		
OG0004662	KAE8302084.1		
OG0004663	KAE8302085.1		
OG0004664	KAE8302099.1		
OG0004665	KAE8302107.1		
OG0004666	KAE8302108.1		
OG0004667	KAE8302115.1		
OG0004668	KAE8302117.1		
OG0004669	KAE8302124.1		
OG0004670	KAE8302136.1		
OG0004671	KAE8302137.1		
OG0004672	KAE8302138.1		
OG0004673	KAE8302139.1		
OG0004674	KAE8302153.1		
OG0004675	KAE8302155.1		
OG0004676	KAE8302161.1		
OG0004677	KAE8302165.1		
OG0004678	KAE8302174.1		
OG0004679	KAE8302181.1		
OG0004680	KAE8302183.1		
OG0004681	KAE8302191.1		
OG0004682	KAE8302194.1		
OG0004683	KAE8302197.1		
OG0004684	KAE8302216.1		
OG0004685	KAE8302217.1		
OG0004686	KAE8302218.1		
OG0004687	KAE8302228.1		
OG0004688	KAE8302229.1		
OG0004689	KAE8302270.1		
OG0004690	KAE8302272.1		
OG0004691	KAE8302279.1		
OG0004692	KAE8302281.1		
OG0004693	KAE8302287.1		
OG0004694	KAE8302288.1		
OG0004695	KAE8302292.1		
OG0004696	KAE8302299.1		
OG0004697	KAE8302300.1		
OG0004698	KAE8302309.1		
OG0004699	KAE8302311.1		
OG0004700	KAE8302312.1		
OG0004701	KAE8302322.1		
OG0004702	KAE8302347.1		
OG0004703	KAE8302356.1		
OG0004704	KAE8302360.1		
OG0004705	KAE8302372.1		
OG0004706	KAE8302373.1		
OG0004707	KAE8302374.1		
OG0004708	KAE8302375.1		
OG0004709	KAE8302383.1		
OG0004710	KAE8302385.1		
OG0004711	KAE8302389.1		
OG0004712	KAE8302391.1		
OG0004713	KAE8302396.1		
OG0004714	KAE8302397.1		
OG0004715	KAE8302399.1		
OG0004716	KAE8302401.1		
OG0004717	KAE8302461.1		
OG0004718	KAE8302481.1		
OG0004719	KAE8302482.1		
OG0004720	KAE8302484.1		
OG0004721	KAE8302487.1		
OG0004722	KAE8302488.1		
OG0004723	KAE8302492.1		
OG0004724	KAE8302493.1		
OG0004725	KAE8302500.1		
OG0004726	KAE8302501.1		
OG0004727	KAE8302510.1		
OG0004728	KAE8302515.1		
OG0004729	KAE8302517.1		
OG0004730	KAE8302519.1		
OG0004731	KAE8302543.1		
OG0004732	KAE8302568.1		
OG0004733	KAE8302575.1		
OG0004734	KAE8302578.1		
OG0004735	KAE8302579.1		
OG0004736	KAE8302607.1		
OG0004737	KAE8302618.1		
OG0004738	KAE8302623.1		
OG0004739	KAE8302638.1		
OG0004740	KAE8302649.1		
OG0004741	KAE8302652.1		
OG0004742	KAE8302654.1		
OG0004743	KAE8302664.1		
OG0004744	KAE8302675.1		
OG0004745	KAE8302676.1		
OG0004746	KAE8302682.1		
OG0004747	KAE8302700.1		
OG0004748	KAE8302701.1		
OG0004749	KAE8302702.1		
OG0004750	KAE8302703.1		
OG0004751	KAE8302704.1		
OG0004752	KAE8302710.1		
OG0004753	KAE8302719.1		
OG0004754	KAE8302722.1		
OG0004755	KAE8302723.1		
OG0004756	KAE8302731.1		
OG0004757	KAE8302753.1		
OG0004758	KAE8302762.1		
OG0004759	KAE8302765.1		
OG0004760	KAE8302766.1		
OG0004761	KAE8302769.1		
OG0004762	KAE8302771.1		
OG0004763	KAE8302773.1		
OG0004764	KAE8302779.1		
OG0004765	KAE8302782.1		
OG0004766	KAE8302792.1		
OG0004767	KAE8302811.1		
OG0004768	KAE8302812.1		
OG0004769	KAE8302823.1		
OG0004770	KAE8302824.1		
OG0004771	KAE8302834.1		
OG0004772	KAE8302839.1		
OG0004773	KAE8302848.1		
OG0004774	KAE8302849.1		
OG0004775	KAE8302863.1		
OG0004776	KAE8302873.1		
OG0004777	KAE8302876.1		
OG0004778	KAE8302893.1		
OG0004779	KAE8302894.1		
OG0004780	KAE8302895.1		
OG0004781	KAE8302918.1		
OG0004782	KAE8302928.1		
OG0004783	KAE8302930.1		
OG0004784	KAE8302934.1		
OG0004785	KAE8302935.1		
OG0004786	KAE8302944.1		
OG0004787	KAE8302946.1		
OG0004788	KAE8302947.1		
OG0004789	KAE8302954.1		
OG0004790	KAE8302956.1		
OG0004791	KAE8302964.1		
OG0004792	KAE8302967.1		
OG0004793	KAE8302971.1		
OG0004794	KAE8302975.1		
OG0004795	KAE8302977.1		
OG0004796	KAE8302996.1		
OG0004797	KAE8302997.1		
OG0004798	KAE8302998.1		
OG0004799	KAE8303014.1		
OG0004800	KAE8303015.1		
OG0004801	KAE8303019.1		
OG0004802	KAE8303026.1		
OG0004803	KAE8303027.1		
OG0004804	KAE8303028.1		
OG0004805	KAE8303033.1		
OG0004806	KAE8303035.1		
OG0004807	KAE8303036.1		
OG0004808	KAE8303038.1		
OG0004809	KAE8303042.1		
OG0004810	KAE8303049.1		
OG0004811	KAE8303053.1		
OG0004812	KAE8303066.1		
OG0004813	KAE8303070.1		
OG0004814	KAE8303083.1		
OG0004815	KAE8303093.1		
OG0004816	KAE8303105.1		
OG0004817	KAE8303110.1		
OG0004818	KAE8303117.1		
OG0004819	KAE8303118.1		
OG0004820	KAE8303126.1		
OG0004821	KAE8303134.1		
OG0004822	KAE8303142.1		
OG0004823	KAE8303144.1		
OG0004824	KAE8303158.1		
OG0004825	KAE8303159.1		
OG0004826	KAE8303182.1		
OG0004827	KAE8303183.1		
OG0004828	KAE8303186.1		
OG0004829	KAE8303196.1		
OG0004830	KAE8303199.1		
OG0004831	KAE8303201.1		
OG0004832	KAE8303202.1		
OG0004833	KAE8303204.1		
OG0004834	KAE8303207.1		
OG0004835	KAE8303212.1		
OG0004836	KAE8303224.1		
OG0004837	KAE8303226.1		
OG0004838	KAE8303232.1		
OG0004839	KAE8303238.1		
OG0004840	KAE8303257.1		
OG0004841	KAE8303261.1		
OG0004842	KAE8303264.1		
OG0004843	KAE8303267.1		
OG0004844	KAE8303268.1		
OG0004845	KAE8303269.1		
OG0004846	KAE8303281.1		
OG0004847	KAE8303283.1		
OG0004848	KAE8303287.1		
OG0004849	KAE8303301.1		
OG0004850	KAE8303302.1		
OG0004851	KAE8303312.1		
OG0004852	KAE8303313.1		
OG0004853	KAE8303320.1		
OG0004854	KAE8303328.1		
OG0004855	KAE8303337.1		
OG0004856	KAE8303339.1		
OG0004857	KAE8303341.1		
OG0004858	KAE8303342.1		
OG0004859	KAE8303347.1		
OG0004860	KAE8303356.1		
OG0004861	KAE8303383.1		
OG0004862	KAE8303388.1		
OG0004863	KAE8303393.1		
OG0004864	KAE8303396.1		
OG0004865	KAE8303404.1		
OG0004866	KAE8303415.1		
OG0004867	KAE8303423.1		
OG0004868	KAE8303435.1		
OG0004869	KAE8303450.1		
OG0004870	KAE8303462.1		
OG0004871	KAE8303466.1		
OG0004872	KAE8303474.1		
OG0004873	KAE8303476.1		
OG0004874	KAE8303483.1		
OG0004875	KAE8303487.1		
OG0004876	KAE8303493.1		
OG0004877	KAE8303496.1		
OG0004878	KAE8303497.1		
OG0004879	KAE8303499.1		
OG0004880	KAE8303504.1		
OG0004881	KAE8303507.1		
OG0004882	KAE8303508.1		
OG0004883	KAE8303511.1		
OG0004884	KAE8303515.1		
OG0004885	KAE8303521.1		
OG0004886	KAE8303526.1		
OG0004887	KAE8303527.1		
OG0004888	KAE8303536.1		
OG0004889	KAE8303561.1		
OG0004890	KAE8303568.1		
OG0004891	KAE8303569.1		
OG0004892	KAE8303583.1		
OG0004893	KAE8303585.1		
OG0004894	KAE8303595.1		
OG0004895	KAE8303598.1		
OG0004896	KAE8303603.1		
OG0004897	KAE8303609.1		
OG0004898	KAE8303620.1		
OG0004899	KAE8303622.1		
OG0004900	KAE8303626.1		
OG0004901	KAE8303634.1		
OG0004902	KAE8303638.1		
OG0004903	KAE8303643.1		
OG0004904	KAE8303647.1		
OG0004905	KAE8303650.1		
OG0004906	KAE8303652.1		
OG0004907	KAE8303663.1		
OG0004908	KAE8303665.1		
OG0004909	KAE8303666.1		
OG0004910	KAE8303673.1		
OG0004911	KAE8303684.1		
OG0004912	KAE8303687.1		
OG0004913	KAE8303691.1		
OG0004914	KAE8303693.1		
OG0004915	KAE8303695.1		
OG0004916	KAE8303700.1		
OG0004917	KAE8303706.1		
OG0004918	KAE8303708.1		
OG0004919	KAE8303715.1		
OG0004920	KAE8303719.1		
OG0004921	KAE8303721.1		
OG0004922	KAE8303723.1		
OG0004923	KAE8303727.1		
OG0004924	KAE8303732.1		
OG0004925	KAE8303752.1		
OG0004926	KAE8303760.1		
OG0004927	KAE8303767.1		
OG0004928	KAE8303768.1		
OG0004929	KAE8303770.1		
OG0004930	KAE8303772.1		
OG0004931	KAE8303780.1		
OG0004932	KAE8303784.1		
OG0004933	KAE8303791.1		
OG0004934	KAE8303792.1		
OG0004935	KAE8303793.1		
OG0004936	KAE8303802.1		
OG0004937	KAE8303811.1		
OG0004938	KAE8303817.1		
OG0004939	KAE8303820.1		
OG0004940	KAE8303830.1		
OG0004941	KAE8303835.1		
OG0004942	KAE8303841.1		
OG0004943	KAE8303848.1		
OG0004944	KAE8303854.1		
OG0004945	KAE8303866.1		
OG0004946	KAE8303870.1		
OG0004947	KAE8303874.1		
OG0004948	KAE8303881.1		
OG0004949	KAE8303884.1		
OG0004950	KAE8303901.1		
OG0004951	KAE8303915.1		
OG0004952	KAE8303917.1		
OG0004953	KAE8303938.1		
OG0004954	KAE8303941.1		
OG0004955	KAE8303951.1		
OG0004956	KAE8303954.1		
OG0004957	KAE8303964.1		
OG0004958	KAE8303981.1		
OG0004959	KAE8303987.1		
OG0004960	KAE8303994.1		
OG0004961	KAE8304014.1		
OG0004962	KAE8304015.1		
OG0004963	KAE8304016.1		
OG0004964	KAE8304018.1		
OG0004965	KAE8304023.1		
OG0004966	KAE8304024.1		
OG0004967	KAE8304030.1		
OG0004968	KAE8304035.1		
OG0004969	KAE8304038.1		
OG0004970	KAE8304039.1		
OG0004971	KAE8304052.1		
OG0004972	KAE8304055.1		
OG0004973	KAE8304063.1		
OG0004974	KAE8304067.1		
OG0004975	KAE8304068.1		
OG0004976	KAE8304088.1		
OG0004977	KAE8304094.1		
OG0004978	KAE8304097.1		
OG0004979	KAE8304101.1		
OG0004980	KAE8304106.1		
OG0004981	KAE8304108.1		
OG0004982	KAE8304117.1		
OG0004983	KAE8304127.1		
OG0004984	KAE8304128.1		
OG0004985	KAE8304129.1		
OG0004986	KAE8304148.1		
OG0004987	KAE8304151.1		
OG0004988	KAE8304154.1		
OG0004989	KAE8304156.1		
OG0004990	KAE8304159.1		
OG0004991	KAE8304180.1		
OG0004992	KAE8304202.1		
OG0004993	KAE8304210.1		
OG0004994	KAE8304226.1		
OG0004995	KAE8304229.1		
OG0004996	KAE8304230.1		
OG0004997	KAE8304241.1		
OG0004998	KAE8304249.1		
OG0004999	KAE8304254.1		
OG0005000	KAE8304256.1		
OG0005001	KAE8304271.1		
OG0005002	KAE8304288.1		
OG0005003	KAE8304290.1		
OG0005004	KAE8304295.1		
OG0005005	KAE8304298.1		
OG0005006	KAE8304302.1		
OG0005007	KAE8304307.1		
OG0005008	KAE8304310.1		
OG0005009	KAE8304319.1		
OG0005010	KAE8304333.1		
OG0005011	KAE8304338.1		
OG0005012	KAE8304345.1		
OG0005013	KAE8304356.1		
OG0005014	KAE8304358.1		
OG0005015	KAE8304359.1		
OG0005016	KAE8304361.1		
OG0005017	KAE8304363.1		
OG0005018	KAE8304387.1		
OG0005019	KAE8304389.1		
OG0005020	KAE8304394.1		
OG0005021	KAE8304399.1		
OG0005022	KAE8304404.1		
OG0005023	KAE8304406.1		
OG0005024	KAE8304409.1		
OG0005025	KAE8304427.1		
OG0005026	KAE8304434.1		
OG0005027	KAE8304445.1		
OG0005028	KAE8304446.1		
OG0005029	KAE8304454.1		
OG0005030	KAE8304455.1		
OG0005031	KAE8304472.1		
OG0005032	KAE8304479.1		
OG0005033	KAE8304485.1		
OG0005034	KAE8304489.1		
OG0005035	KAE8304495.1		
OG0005036	KAE8304497.1		
OG0005037	KAE8304511.1		
OG0005038	KAE8304514.1		
OG0005039	KAE8304519.1		
OG0005040	KAE8304523.1		
OG0005041	KAE8304527.1		
OG0005042	KAE8304535.1		
OG0005043	KAE8304541.1		
OG0005044	KAE8304542.1		
OG0005045	KAE8304544.1		
OG0005046	KAE8304547.1		
OG0005047	KAE8304554.1		
OG0005048	KAE8304556.1		
OG0005049	KAE8304559.1		
OG0005050	KAE8304565.1		
OG0005051	KAE8304581.1		
OG0005052	KAE8304585.1		
OG0005053	KAE8304601.1		
OG0005054	KAE8304622.1		
OG0005055	KAE8304627.1		
OG0005056	KAE8304647.1		
OG0005057	KAE8304648.1		
OG0005058	KAE8304650.1		
OG0005059	KAE8304654.1		
OG0005060	KAE8304668.1		
OG0005061	KAE8304677.1		
OG0005062	KAE8304680.1		
OG0005063	KAE8304685.1		
OG0005064	KAE8304686.1		
OG0005065	KAE8304703.1		
OG0005066	KAE8304714.1		
OG0005067	KAE8304752.1		
OG0005068	KAE8304765.1		
OG0005069	KAE8304774.1		
OG0005070	KAE8304777.1		
OG0005071	KAE8304779.1		
OG0005072	KAE8304780.1		
OG0005073	KAE8304782.1		
OG0005074	KAE8304809.1		
OG0005075	KAE8304817.1		
OG0005076	KAE8304818.1		
OG0005077	KAE8304830.1		
OG0005078	KAE8304840.1		
OG0005079	KAE8304849.1		
OG0005080	KAE8304856.1		
OG0005081	KAE8304859.1		
OG0005082	KAE8304862.1		
OG0005083	KAE8304863.1		
OG0005084	KAE8304872.1		
OG0005085	KAE8304874.1		
OG0005086	KAE8304875.1		
OG0005087	KAE8304877.1		
OG0005088	KAE8304878.1		
OG0005089	KAE8304886.1		
OG0005090	KAE8304890.1		
OG0005091	KAE8304893.1		
OG0005092	KAE8304894.1		
OG0005093	KAE8304895.1		
OG0005094	KAE8304899.1		
OG0005095	KAE8304906.1		
OG0005096	KAE8304908.1		
OG0005097	KAE8304909.1		
OG0005098	KAE8304919.1		
OG0005099	KAE8304925.1		
OG0005100	KAE8304926.1		
OG0005101	KAE8304934.1		
OG0005102	KAE8304935.1		
OG0005103	KAE8304936.1		
OG0005104	KAE8304943.1		
OG0005105	KAE8304951.1		
OG0005106	KAE8304956.1		
OG0005107	KAE8304963.1		
OG0005108	KAE8304988.1		
OG0005109	KAE8305001.1		
OG0005110	KAE8305004.1		
OG0005111	KAE8305005.1		
OG0005112	KAE8305009.1		
OG0005113	KAE8305012.1		
OG0005114	KAE8305033.1		
OG0005115	KAE8305038.1		
OG0005116	KAE8305039.1		
OG0005117	KAE8305040.1		
OG0005118	KAE8305043.1		
OG0005119	KAE8305056.1		
OG0005120	KAE8305058.1		
OG0005121	KAE8305068.1		
OG0005122	KAE8305076.1		
OG0005123	KAE8305078.1		
OG0005124	KAE8305083.1		
OG0005125	KAE8305085.1		
OG0005126	KAE8305089.1		
OG0005127	KAE8305090.1		
OG0005128	KAE8305093.1		
OG0005129	KAE8305094.1		
OG0005130	KAE8305101.1		
OG0005131	KAE8305108.1		
OG0005132	KAE8305110.1		
OG0005133	KAE8305111.1		
OG0005134	KAE8305113.1		
OG0005135	KAE8305117.1		
OG0005136	KAE8305118.1		
OG0005137	KAE8305123.1		
OG0005138	KAE8305134.1		
OG0005139	KAE8305135.1		
OG0005140	KAE8305143.1		
OG0005141	KAE8305155.1		
OG0005142	KAE8305157.1		
OG0005143	KAE8305166.1		
OG0005144	KAE8305169.1		
OG0005145	KAE8305170.1		
OG0005146	KAE8305171.1		
OG0005147	KAE8305180.1		
OG0005148	KAE8305183.1		
OG0005149	KAE8305193.1		
OG0005150	KAE8305195.1		
OG0005151	KAE8305198.1		
OG0005152	KAE8305201.1		
OG0005153	KAE8305204.1		
OG0005154	KAE8305208.1		
OG0005155	KAE8305210.1		
OG0005156	KAE8305211.1		
OG0005157	KAE8305217.1		
OG0005158	KAE8305234.1		
OG0005159	KAE8305236.1		
OG0005160	KAE8305248.1		
OG0005161	KAE8305259.1		
OG0005162	KAE8305282.1		
OG0005163	KAE8305293.1		
OG0005164	KAE8305308.1		
OG0005165	KAE8305310.1		
OG0005166	KAE8305318.1		
OG0005167	KAE8305320.1		
OG0005168	KAE8305322.1		
OG0005169	KAE8305323.1		
OG0005170	KAE8305328.1		
OG0005171	KAE8305336.1		
OG0005172	KAE8305337.1		
OG0005173	KAE8305339.1		
OG0005174	KAE8305348.1		
OG0005175	KAE8305352.1		
OG0005176	KAE8305356.1		
OG0005177	KAE8305357.1		
OG0005178	KAE8305364.1		
OG0005179	KAE8305371.1		
OG0005180	KAE8305373.1		
OG0005181	KAE8305376.1		
OG0005182	KAE8305381.1		
OG0005183	KAE8305383.1		
OG0005184	KAE8305385.1		
OG0005185	KAE8305391.1		
OG0005186	KAE8305397.1		
OG0005187	KAE8305398.1		
OG0005188	KAE8305399.1		
OG0005189	KAE8305413.1		
OG0005190	KAE8305432.1		
OG0005191	KAE8305436.1		
OG0005192	KAE8305438.1		
OG0005193	KAE8305444.1		
OG0005194	KAE8305445.1		
OG0005195	KAE8305446.1		
OG0005196	KAE8305456.1		
OG0005197	KAE8305457.1		
OG0005198	KAE8305460.1		
OG0005199	KAE8305465.1		
OG0005200	KAE8305466.1		
OG0005201	KAE8305475.1		
OG0005202	KAE8305477.1		
OG0005203	KAE8305481.1		
OG0005204	KAE8305487.1		
OG0005205	KAE8305490.1		
OG0005206	KAE8305503.1		
OG0005207	KAE8305509.1		
OG0005208	KAE8305512.1		
OG0005209	KAE8305513.1		
OG0005210	KAE8305515.1		
OG0005211	KAE8305535.1		
OG0005212	KAE8305553.1		
OG0005213	KAE8305563.1		
OG0005214	KAE8305566.1		
OG0005215	KAE8305568.1		
OG0005216	KAE8305571.1		
OG0005217	KAE8305593.1		
OG0005218	KAE8305604.1		
OG0005219	KAE8305624.1		
OG0005220	KAE8305645.1		
OG0005221	KAE8305649.1		
OG0005222	KAE8305654.1		
OG0005223	KAE8305658.1		
OG0005224	KAE8305663.1		
OG0005225	KAE8305664.1		
OG0005226	KAE8305669.1		
OG0005227	KAE8305672.1		
OG0005228	KAE8305676.1		
OG0005229	KAE8305690.1		
OG0005230	KAE8305691.1		
OG0005231	KAE8305693.1		
OG0005232	KAE8305694.1		
OG0005233	KAE8305695.1		
OG0005234	KAE8305696.1		
OG0005235	KAE8305697.1		
OG0005236	KAE8305698.1		
OG0005237	KAE8305700.1		
OG0005238	KAE8305706.1		
OG0005239	KAE8305707.1		
OG0005240	KAE8305709.1		
OG0005241	KAE8305710.1		
OG0005242	KAE8305711.1		
OG0005243	KAE8305714.1		
OG0005244	KAE8305720.1		
OG0005245	KAE8305722.1		
OG0005246	KAE8305723.1		
OG0005247	KAE8305728.1		
OG0005248	KAE8305732.1		
OG0005249	KAE8305735.1		
OG0005250	KAE8305749.1		
OG0005251	KAE8305762.1		
OG0005252	KAE8305763.1		
OG0005253	KAE8305769.1		
OG0005254	KAE8305770.1		
OG0005255	KAE8305778.1		
OG0005256	KAE8305790.1		
OG0005257	KAE8305792.1		
OG0005258	KAE8305794.1		
OG0005259	KAE8305795.1		
OG0005260	KAE8305804.1		
OG0005261	KAE8305806.1		
OG0005262	KAE8305812.1		
OG0005263	KAE8305813.1		
OG0005264	KAE8305814.1		
OG0005265	KAE8305815.1		
OG0005266	KAE8305816.1		
OG0005267	KAE8305831.1		
OG0005268	KAE8305843.1		
OG0005269	KAE8305844.1		
OG0005270	KAE8305850.1		
OG0005271	KAE8305858.1		
OG0005272	KAE8305861.1		
OG0005273	KAE8305874.1		
OG0005274	KAE8305880.1		
OG0005275	KAE8305885.1		
OG0005276	KAE8305887.1		
OG0005277	KAE8305892.1		
OG0005278	KAE8305893.1		
OG0005279	KAE8305900.1		
OG0005280	KAE8305902.1		
OG0005281	KAE8305931.1		
OG0005282	KAE8305960.1		
OG0005283	KAE8305971.1		
OG0005284	KAE8305994.1		
OG0005285	KAE8305995.1		
OG0005286	KAE8306007.1		
OG0005287	KAE8306011.1		
OG0005288	KAE8306029.1		
OG0005289	KAE8306030.1		
OG0005290	KAE8306035.1		
OG0005291	KAE8306036.1		
OG0005292	KAE8306037.1		
OG0005293	KAE8306041.1		
OG0005294	KAE8306043.1		
OG0005295	KAE8306047.1		
OG0005296	KAE8306050.1		
OG0005297	KAE8306051.1		
OG0005298	KAE8306061.1		
OG0005299	KAE8306064.1		
OG0005300	KAE8306071.1		
OG0005301	KAE8306082.1		
OG0005302	KAE8306087.1		
OG0005303	KAE8306089.1		
OG0005304	KAE8306096.1		
OG0005305	KAE8306099.1		
OG0005306	KAE8306109.1		
OG0005307	KAE8306110.1		
OG0005308	KAE8306111.1		
OG0005309	KAE8306112.1		
OG0005310	KAE8306121.1		
OG0005311	KAE8306144.1		
OG0005312	KAE8306153.1		
OG0005313		TNJ26115.1	
OG0005314		TNJ26155.1	
OG0005315		TNJ26156.1	
OG0005316		TNJ26186.1	
OG0005317		TNJ26194.1	
OG0005318		TNJ26206.1	
OG0005319		TNJ26210.1	
OG0005320		TNJ26214.1	
OG0005321		TNJ26218.1	
OG0005322		TNJ26229.1	
OG0005323		TNJ26231.1	
OG0005324		TNJ26236.1	
OG0005325		TNJ26238.1	
OG0005326		TNJ26241.1	
OG0005327		TNJ26259.1	
OG0005328		TNJ26270.1	
OG0005329		TNJ26286.1	
OG0005330		TNJ26289.1	
OG0005331		TNJ26291.1	
OG0005332		TNJ26331.1	
OG0005333		TNJ26332.1	
OG0005334		TNJ26337.1	
OG0005335		TNJ26359.1	
OG0005336		TNJ26405.1	
OG0005337		TNJ26412.1	
OG0005338		TNJ26415.1	
OG0005339		TNJ26451.1	
OG0005340		TNJ26503.1	
OG0005341		TNJ26520.1	
OG0005342		TNJ26533.1	
OG0005343		TNJ26556.1	
OG0005344		TNJ26558.1	
OG0005345		TNJ26568.1	
OG0005346		TNJ26573.1	
OG0005347		TNJ26598.1	
OG0005348		TNJ26605.1	
OG0005349		TNJ26607.1	
OG0005350		TNJ26609.1	
OG0005351		TNJ26621.1	
OG0005352		TNJ26622.1	
OG0005353		TNJ26623.1	
OG0005354		TNJ26624.1	
OG0005355		TNJ26626.1	
OG0005356		TNJ26627.1	
OG0005357		TNJ26629.1	
OG0005358		TNJ26681.1	
OG0005359		TNJ26718.1	
OG0005360		TNJ26725.1	
OG0005361		TNJ26732.1	
OG0005362		TNJ26738.1	
OG0005363		TNJ26740.1	
OG0005364		TNJ26755.1	
OG0005365		TNJ26757.1	
OG0005366		TNJ26759.1	
OG0005367		TNJ26780.1	
OG0005368		TNJ26797.1	
OG0005369		TNJ26812.1	
OG0005370		TNJ26845.1	
OG0005371		TNJ26850.1	
OG0005372		TNJ26851.1	
OG0005373		TNJ26853.1	
OG0005374		TNJ26861.1	
OG0005375		TNJ26871.1	
OG0005376		TNJ26906.1	
OG0005377		TNJ26919.1	
OG0005378		TNJ26925.1	
OG0005379		TNJ26933.1	
OG0005380		TNJ26947.1	
OG0005381		TNJ26950.1	
OG0005382		TNJ26964.1	
OG0005383		TNJ26965.1	
OG0005384		TNJ26970.1	
OG0005385		TNJ26975.1	
OG0005386		TNJ26976.1	
OG0005387		TNJ26992.1	
OG0005388		TNJ26995.1	
OG0005389		TNJ26999.1	
OG0005390		TNJ27004.1	
OG0005391		TNJ27005.1	
OG0005392		TNJ27012.1	
OG0005393		TNJ27013.1	
