Orthogroup	G_intestinalis_aa	G_muris_aa	S_salmonicida_aa
OG0000010	KAE8301231.1, KAE8301251.1, KAE8301343.1, KAE8301705.1, KAE8301902.1, KAE8301904.1, KAE8302367.1, KAE8302556.1, KAE8302561.1, KAE8302653.1, KAE8302885.1, KAE8302957.1, KAE8302961.1, KAE8303008.1, KAE8303322.1, KAE8303464.1, KAE8303500.1, KAE8303743.1, KAE8304376.1, KAE8304589.1, KAE8304593.1, KAE8304594.1, KAE8304653.1, KAE8304772.1, KAE8304910.1, KAE8305329.1, KAE8305506.1, KAE8305534.1, KAE8305550.1, KAE8305599.1, KAE8305809.1, KAE8305810.1, KAE8305955.1, KAE8305959.1, KAE8305988.1, KAE8306053.1, KAE8306127.1, KAE8306129.1		
OG0000011	KAE8301267.1, KAE8301316.1, KAE8301440.1, KAE8301903.1, KAE8302100.1, KAE8302112.1, KAE8302587.1, KAE8302693.1, KAE8302694.1, KAE8303064.1, KAE8303272.1, KAE8303273.1, KAE8303324.1, KAE8303639.1, KAE8303702.1, KAE8303950.1, KAE8304113.1, KAE8304422.1, KAE8304423.1, KAE8304498.1, KAE8304499.1, KAE8304551.1, KAE8304552.1, KAE8304745.1, KAE8304846.1, KAE8304847.1, KAE8304970.1, KAE8304974.1, KAE8304975.1, KAE8305733.1		
OG0000012			KAH0569494.1, KAH0569495.1, KAH0569496.1, KAH0569497.1, KAH0569498.1, KAH0569499.1, KAH0569500.1, KAH0569501.1, KAH0569502.1, KAH0569503.1, KAH0569504.1, KAH0569505.1, KAH0569506.1, KAH0569507.1, KAH0569508.1, KAH0569509.1, KAH0569510.1, KAH0569511.1, KAH0569512.1, KAH0569513.1, KAH0569514.1, KAH0569515.1, KAH0569516.1, KAH0569517.1, KAH0569518.1, KAH0569519.1, KAH0569520.1, KAH0575837.1
OG0000013			KAH0571766.1, KAH0571773.1, KAH0571781.1, KAH0571798.1, KAH0571811.1, KAH0571844.1, KAH0571845.1, KAH0571846.1, KAH0571851.1, KAH0571860.1, KAH0571864.1, KAH0571865.1, KAH0571866.1, KAH0571867.1, KAH0571871.1, KAH0571879.1, KAH0571880.1, KAH0571882.1, KAH0571883.1, KAH0571884.1, KAH0571886.1, KAH0571887.1, KAH0571888.1, KAH0572524.1, KAH0575916.1, KAH0575917.1, KAH0575970.1, KAH0576083.1
OG0000014	KAE8301341.1, KAE8301910.1, KAE8302013.1, KAE8302612.1, KAE8303062.1, KAE8303091.1, KAE8303120.1, KAE8303424.1, KAE8303503.1, KAE8303754.1, KAE8303918.1, KAE8304375.1, KAE8304377.1, KAE8304405.1, KAE8304458.1, KAE8304459.1, KAE8304656.1, KAE8304729.1, KAE8304800.1, KAE8305050.1, KAE8305103.1, KAE8305772.1, KAE8305930.1, KAE8305938.1, KAE8305989.1, KAE8306018.1, KAE8306022.1		
OG0000015		TNJ26107.1, TNJ26129.1, TNJ26132.1, TNJ26165.1, TNJ26166.1, TNJ26460.1, TNJ26494.1, TNJ27019.1, TNJ27539.1, TNJ27653.1, TNJ27819.1, TNJ28255.1, TNJ28272.1, TNJ28297.1, TNJ28498.1, TNJ29082.1, TNJ29085.1, TNJ29170.1, TNJ29239.1, TNJ29408.1, TNJ29420.1, TNJ29510.1, TNJ29613.1, TNJ30087.1, TNJ30635.1, TNJ30757.1	
OG0000016			KAH0569616.1, KAH0569976.1, KAH0570119.1, KAH0571640.1, KAH0571644.1, KAH0571990.1, KAH0571993.1, KAH0571995.1, KAH0571998.1, KAH0573903.1, KAH0573905.1, KAH0573918.1, KAH0573922.1, KAH0573925.1, KAH0573960.1, KAH0574200.1, KAH0574214.1, KAH0574218.1, KAH0574225.1, KAH0574246.1, KAH0575157.1, KAH0576318.1
OG0000017	KAE8302833.1, KAE8302972.1, KAE8303075.1, KAE8304042.1, KAE8304077.1, KAE8304191.1, KAE8304513.1, KAE8304598.1, KAE8304744.1, KAE8305605.1, KAE8305897.1	TNJ27457.1, TNJ28305.1, TNJ29709.1, TNJ29722.1, TNJ30507.1	KAH0569882.1, KAH0571343.1, KAH0575026.1, KAH0575110.1, KAH0575113.1
OG0000018		TNJ26173.1, TNJ26192.1, TNJ26582.1, TNJ26586.1, TNJ26697.1, TNJ27037.1, TNJ27038.1, TNJ27505.1, TNJ27784.1, TNJ28080.1, TNJ28355.1, TNJ28377.1, TNJ28830.1, TNJ29271.1, TNJ29293.1, TNJ29611.1, TNJ29617.1, TNJ30027.1, TNJ30050.1, TNJ30135.1, TNJ30451.1	
OG0000019	KAE8301942.1, KAE8302012.1, KAE8302022.1, KAE8302025.1, KAE8302586.1, KAE8302588.1, KAE8302601.1, KAE8302796.1, KAE8302798.1, KAE8302799.1, KAE8303256.1, KAE8303326.1, KAE8304350.1, KAE8304530.1, KAE8304973.1, KAE8304976.1, KAE8305782.1, KAE8306160.1		KAH0575332.1
OG0000020			KAH0569961.1, KAH0569983.1, KAH0569990.1, KAH0570741.1, KAH0570765.1, KAH0572024.1, KAH0572047.1, KAH0572063.1, KAH0572065.1, KAH0572698.1, KAH0572765.1, KAH0573846.1, KAH0573865.1, KAH0573901.1, KAH0573921.1, KAH0574185.1, KAH0574194.1, KAH0574205.1, KAH0574208.1
OG0000021	KAE8301230.1, KAE8301252.1, KAE8301495.1, KAE8301983.1, KAE8302095.1, KAE8302320.1, KAE8302552.1, KAE8302927.1, KAE8303323.1, KAE8303463.1, KAE8303729.1, KAE8303969.1, KAE8304669.1, KAE8305330.1, KAE8305394.1, KAE8305551.1, KAE8306054.1, KAE8306130.1		
OG0000022			KAH0569301.1, KAH0569302.1, KAH0569421.1, KAH0569763.1, KAH0570824.1, KAH0571822.1, KAH0571827.1, KAH0571942.1, KAH0571950.1, KAH0574603.1, KAH0575787.1, KAH0575788.1, KAH0575789.1, KAH0575977.1, KAH0576178.1, KAH0576204.1, KAH0576649.1, KAH0577931.1
OG0000023			KAH0569466.1, KAH0569476.1, KAH0570924.1, KAH0570936.1, KAH0570940.1, KAH0575108.1, KAH0575115.1, KAH0575890.1, KAH0575989.1, KAH0575996.1, KAH0576008.1, KAH0576033.1, KAH0576153.1, KAH0576163.1, KAH0576794.1, KAH0577251.1, KAH0577765.1
OG0000024			KAH0569960.1, KAH0569982.1, KAH0570506.1, KAH0571046.1, KAH0571055.1, KAH0571366.1, KAH0572194.1, KAH0572246.1, KAH0572812.1, KAH0575998.1, KAH0576001.1, KAH0577312.1, KAH0577327.1, KAH0577328.1, KAH0577339.1, KAH0577340.1, KAH0577757.1
OG0000025			KAH0572877.1, KAH0572878.1, KAH0572879.1, KAH0572880.1, KAH0572881.1, KAH0572882.1, KAH0572883.1, KAH0572884.1, KAH0572885.1, KAH0572886.1, KAH0572887.1, KAH0572888.1, KAH0572889.1, KAH0572890.1, KAH0572891.1, KAH0572892.1, KAH0575985.1
OG0000026	KAE8301612.1, KAE8302023.1, KAE8302093.1, KAE8302366.1, KAE8302368.1, KAE8302436.1, KAE8302558.1, KAE8302768.1, KAE8302826.1, KAE8302962.1, KAE8303660.1, KAE8303800.1, KAE8304120.1, KAE8304884.1, KAE8305395.1, KAE8305781.1		
OG0000027			KAH0569332.1, KAH0569465.1, KAH0569469.1, KAH0569477.1, KAH0569483.1, KAH0572391.1, KAH0573099.1, KAH0573149.1, KAH0575202.1, KAH0575971.1, KAH0575982.1, KAH0576009.1, KAH0576032.1, KAH0576116.1, KAH0576152.1, KAH0576162.1
OG0000028	KAE8301202.1, KAE8301203.1, KAE8301204.1, KAE8302557.1, KAE8302559.1, KAE8302560.1, KAE8304591.1, KAE8304592.1, KAE8306163.1		KAH0569297.1, KAH0569298.1, KAH0575580.1, KAH0575584.1, KAH0575586.1, KAH0575587.1
OG0000029	KAE8301375.1		KAH0570787.1, KAH0570788.1, KAH0574136.1, KAH0574163.1, KAH0574167.1, KAH0574168.1, KAH0574260.1, KAH0574261.1, KAH0574263.1, KAH0575870.1, KAH0575871.1, KAH0575872.1, KAH0575933.1, KAH0575975.1
OG0000030		TNJ26116.1, TNJ26117.1, TNJ26119.1, TNJ26120.1, TNJ26121.1, TNJ26122.1, TNJ26125.1, TNJ26126.1, TNJ26138.1, TNJ26139.1, TNJ26157.1, TNJ26158.1, TNJ26162.1, TNJ26163.1, TNJ27380.1	
OG0000031			KAH0569274.1, KAH0569275.1, KAH0569276.1, KAH0569280.1, KAH0569282.1, KAH0569379.1, KAH0569422.1, KAH0569751.1, KAH0570974.1, KAH0571416.1, KAH0573482.1, KAH0574602.1, KAH0575776.1, KAH0576648.1, KAH0577940.1
OG0000032			KAH0569427.1, KAH0569432.1, KAH0569441.1, KAH0570874.1, KAH0570879.1, KAH0570918.1, KAH0571288.1, KAH0571681.1, KAH0571839.1, KAH0571893.1, KAH0572328.1, KAH0575867.1, KAH0575874.1, KAH0577021.1, KAH0577058.1
OG0000033			KAH0571045.1, KAH0571053.1, KAH0571054.1, KAH0571761.1, KAH0572332.1, KAH0572368.1, KAH0573242.1, KAH0575818.1, KAH0575825.1, KAH0575829.1, KAH0575832.1, KAH0575920.1, KAH0577065.1, KAH0577074.1, KAH0577410.1
OG0000034	KAE8301208.1, KAE8301282.1, KAE8301283.1, KAE8301285.1, KAE8303325.1, KAE8304145.1, KAE8304460.1, KAE8304682.1, KAE8304683.1, KAE8304825.1, KAE8304826.1, KAE8305264.1, KAE8305807.1, KAE8305958.1		
OG0000035	KAE8302720.1, KAE8303948.1, KAE8303999.1, KAE8304475.1, KAE8305514.1, KAE8305866.1	TNJ27339.1, TNJ27540.1, TNJ29270.1, TNJ30173.1, TNJ30362.1, TNJ30665.1	KAH0570623.1, KAH0573779.1
OG0000036	KAE8303349.1, KAE8303352.1	TNJ28290.1, TNJ29736.1	KAH0569296.1, KAH0575581.1, KAH0575582.1, KAH0575583.1, KAH0575585.1, KAH0575588.1, KAH0575589.1, KAH0575590.1, KAH0575591.1, KAH0575592.1
OG0000037			KAH0569330.1, KAH0569434.1, KAH0569487.1, KAH0569532.1, KAH0572172.1, KAH0572667.1, KAH0575024.1, KAH0575025.1, KAH0575042.1, KAH0575792.1, KAH0575801.1, KAH0575839.1, KAH0575840.1, KAH0577331.1
OG0000038			KAH0576056.1, KAH0576096.1, KAH0576097.1, KAH0576098.1, KAH0576099.1, KAH0576184.1, KAH0576185.1, KAH0576186.1, KAH0576187.1, KAH0576188.1, KAH0576189.1, KAH0576190.1, KAH0576212.1, KAH0576232.1
OG0000039	KAE8301392.1, KAE8301850.1, KAE8302209.1, KAE8302348.1, KAE8302549.1, KAE8303047.1, KAE8303438.1, KAE8303967.1, KAE8304034.1, KAE8304058.1, KAE8304325.1, KAE8306012.1, KAE8306068.1		
OG0000040	KAE8301876.1, KAE8303197.1, KAE8306044.1	TNJ27788.1	KAH0571358.1, KAH0572813.1, KAH0573339.1, KAH0573435.1, KAH0573436.1, KAH0573444.1, KAH0573559.1, KAH0574917.1, KAH0577204.1
OG0000041	KAE8304708.1, KAE8304709.1, KAE8306015.1	TNJ26200.1, TNJ26984.1, TNJ29419.1, TNJ29459.1, TNJ29512.1, TNJ29713.1, TNJ29718.1, TNJ29859.1	KAH0572418.1, KAH0572439.1
OG0000042		TNJ26438.1, TNJ26753.1, TNJ26954.1, TNJ27069.1, TNJ27305.1, TNJ27568.1, TNJ28142.1, TNJ28191.1, TNJ28470.1, TNJ28585.1, TNJ29128.1, TNJ29272.1, TNJ29447.1	
OG0000043			KAH0569778.1, KAH0569808.1, KAH0572718.1, KAH0572731.1, KAH0572752.1, KAH0572903.1, KAH0572980.1, KAH0572991.1, KAH0573028.1, KAH0573040.1, KAH0575790.1, KAH0575803.1, KAH0575821.1
OG0000044			KAH0570612.1, KAH0570632.1, KAH0570644.1, KAH0574048.1, KAH0574053.1, KAH0574058.1, KAH0574247.1, KAH0574248.1, KAH0574249.1, KAH0574250.1, KAH0574251.1, KAH0574252.1, KAH0574308.1
OG0000045	KAE8302566.1, KAE8302569.1, KAE8302582.1, KAE8302583.1, KAE8302603.1, KAE8302604.1, KAE8302605.1, KAE8302606.1	TNJ29108.1, TNJ29111.1, TNJ29126.1, TNJ30460.1	
OG0000046	KAE8302902.1, KAE8304305.1	TNJ30544.1	KAH0573322.1, KAH0574461.1, KAH0577306.1, KAH0577307.1, KAH0577436.1, KAH0577451.1, KAH0577452.1, KAH0577463.1, KAH0577464.1
OG0000047	KAE8303270.1, KAE8304426.1, KAE8304515.1, KAE8305224.1	TNJ28217.1, TNJ29680.1	KAH0570486.1, KAH0573016.1, KAH0573017.1, KAH0573079.1, KAH0574828.1, KAH0574834.1
OG0000048	KAE8303460.1, KAE8303619.1, KAE8305020.1	TNJ28831.1, TNJ30187.1	KAH0570571.1, KAH0572340.1, KAH0575502.1, KAH0576987.1, KAH0577001.1, KAH0577009.1, KAH0577014.1
OG0000049	KAE8304937.1	TNJ27427.1	KAH0570931.1, KAH0572071.1, KAH0572076.1, KAH0572080.1, KAH0572085.1, KAH0572089.1, KAH0572265.1, KAH0572603.1, KAH0572708.1, KAH0572711.1
OG0000050	KAE8305678.1, KAE8305680.1	TNJ26216.1, TNJ26253.1	KAH0571239.1, KAH0571241.1, KAH0571243.1, KAH0571245.1, KAH0571247.1, KAH0571249.1, KAH0571251.1, KAH0571253.1
OG0000051			KAH0569661.1, KAH0569838.1, KAH0569932.1, KAH0572280.1, KAH0573626.1, KAH0573755.1, KAH0573762.1, KAH0573763.1, KAH0574371.1, KAH0575302.1, KAH0575466.1, KAH0576893.1
OG0000052			KAH0570377.1, KAH0570507.1, KAH0572167.1, KAH0572184.1, KAH0574266.1, KAH0574297.1, KAH0574417.1, KAH0574426.1, KAH0574886.1, KAH0574888.1, KAH0576315.1, KAH0577019.1
OG0000053			KAH0570805.1, KAH0572666.1, KAH0572696.1, KAH0572699.1, KAH0575900.1, KAH0576012.1, KAH0576078.1, KAH0576101.1, KAH0576121.1, KAH0576145.1, KAH0576149.1, KAH0576181.1
OG0000054			KAH0572021.1, KAH0572029.1, KAH0573034.1, KAH0573035.1, KAH0573036.1, KAH0576022.1, KAH0576040.1, KAH0576041.1, KAH0576071.1, KAH0576072.1, KAH0576134.1, KAH0576135.1
OG0000055	KAE8302496.1, KAE8302678.1, KAE8302989.1, KAE8304611.1, KAE8304628.1, KAE8304831.1, KAE8305808.1, KAE8305956.1, KAE8305957.1, KAE8306013.1	TNJ30657.1	
OG0000056	KAE8303179.1, KAE8304436.1	TNJ28677.1, TNJ30638.1	KAH0572838.1, KAH0572846.1, KAH0572864.1, KAH0572894.1, KAH0572900.1, KAH0572979.1, KAH0572981.1
OG0000057	KAE8305766.1, KAE8305773.1, KAE8305776.1	TNJ27741.1, TNJ27748.1, TNJ27751.1	KAH0569475.1, KAH0569737.1, KAH0569740.1, KAH0569743.1, KAH0569746.1
OG0000058			KAH0569347.1, KAH0570852.1, KAH0570864.1, KAH0572043.1, KAH0572044.1, KAH0572048.1, KAH0572053.1, KAH0572054.1, KAH0572064.1, KAH0575172.1, KAH0575288.1
OG0000059			KAH0569614.1, KAH0570855.1, KAH0570861.1, KAH0571052.1, KAH0572365.1, KAH0572374.1, KAH0572410.1, KAH0574996.1, KAH0575094.1, KAH0576275.1, KAH0577457.1
OG0000060			KAH0569765.1, KAH0569766.1, KAH0569771.1, KAH0569772.1, KAH0571410.1, KAH0575795.1, KAH0575813.1, KAH0575823.1, KAH0575824.1, KAH0575833.1, KAH0575846.1
OG0000061			KAH0570027.1, KAH0571726.1, KAH0571731.1, KAH0571733.1, KAH0571738.1, KAH0571742.1, KAH0571752.1, KAH0572164.1, KAH0572522.1, KAH0572539.1, KAH0572556.1
